Route,Service Hours Canceled,Service Hours Run,Trips Canceled,Trips Run,Percent of Service Hours Canceled,Percent of Trips Canceled
240,0 days 20:14:00,8 days 14:49:00,15,163,8.911399838508405,8.426966292134832
602,0 days 02:40:00,1 days 13:44:00,4,56,6.600660066006601,6.666666666666667
40,0 days 22:25:00,13 days 16:29:00,11,177,6.388334758240714,5.851063829787234
14/37,0 days 13:38:00,8 days 19:50:00,10,143,6.046717918391485,6.5359477124183005
266,0 days 08:21:00,6 days 07:35:00,5,94,5.220925385577324,5.05050505050505
162,0 days 08:29:00,6 days 18:55:00,6,115,4.949436017113963,4.958677685950414
20,0 days 09:29:00,7 days 17:57:00,7,150,4.85246460856217,4.45859872611465
605,0 days 02:16:00,1 days 21:05:00,5,105,4.787046814501936,4.545454545454546
210,0 days 11:47:00,10 days 12:00:00,8,168,4.467049977885891,4.545454545454546
204,0 days 10:23:00,9 days 09:24:00,8,180,4.403760514596734,4.25531914893617
207,0 days 13:11:00,13 days 00:21:00,10,254,4.04976448904362,3.787878787878788
577,0 days 02:10:00,2 days 07:48:00,2,54,3.7377803335250146,3.5714285714285716
16,0 days 10:04:00,11 days 16:40:00,9,266,3.4625085989451962,3.272727272727273
35/38,0 days 03:56:00,4 days 15:19:00,4,126,3.412870571221981,3.076923076923077
45,0 days 07:17:00,10 days 07:57:00,5,189,2.8535980148883375,2.577319587628866
165,0 days 04:18:00,6 days 12:06:00,3,111,2.680798004987531,2.6315789473684212
217,0 days 04:36:00,7 days 00:25:00,4,173,2.6587034004431174,2.2598870056497176
111,0 days 06:31:00,10 days 03:43:00,4,167,2.604236046356734,2.3391812865497075
260,0 days 05:23:00,9 days 00:12:00,3,123,2.4294847687100414,2.380952380952381
164,0 days 03:05:00,5 days 04:55:00,2,87,2.4088541666666665,2.247191011235955
344,0 days 00:53:00,1 days 16:41:00,1,41,2.125100240577386,2.380952380952381
70,0 days 05:41:00,11 days 17:11:00,4,200,1.9811759237741111,1.9607843137254901
4,0 days 08:00:00,17 days 02:57:00,5,227,1.9095357441222103,2.1551724137931036
18,0 days 05:55:00,12 days 18:25:00,5,258,1.8943436499466382,1.9011406844106464
53,0 days 03:53:00,8 days 23:45:00,3,159,1.768098345727728,1.8518518518518519
660,0 days 00:22:00,1 days 02:38:00,1,76,1.3580246913580247,1.2987012987012987
233,0 days 02:10:00,7 days 12:35:00,2,166,1.1855905152758779,1.1904761904761905
78,0 days 01:56:00,7 days 03:33:00,2,161,1.1144202132769718,1.2269938650306749
81,0 days 02:00:00,8 days 00:24:00,1,118,1.02880658436214,0.8403361344537815
30,0 days 01:43:00,8 days 03:05:00,2,200,0.872289972899729,0.9900990099009901
66,0 days 01:45:00,8 days 08:48:00,2,172,0.8639842014317453,1.1494252873563218
2,0 days 03:07:00,15 days 09:26:00,2,216,0.8365767458506688,0.9174311926605505
51,0 days 02:34:00,13 days 09:53:00,2,278,0.7910823444804027,0.7142857142857143
251,0 days 01:44:00,10 days 07:50:00,2,199,0.6945371978095365,0.9950248756218906
