Route,Service Hours Canceled,Service Hours Run,Trips Canceled,Trips Run,Percent of Service Hours Canceled,Percent of Trips Canceled
754,2 days 06:17:00,4 days 00:58:00,51,89,35.88980716253444,36.42857142857143
603,2 days 14:26:00,5 days 18:55:00,47,109,31.007366939822862,30.128205128205128
14/37,1 days 09:44:00,7 days 23:44:00,22,131,14.961561206386753,14.379084967320262
125,0 days 18:20:00,5 days 04:34:00,11,76,12.829484487986937,12.64367816091954
207,1 days 17:11:00,11 days 20:21:00,32,232,12.651034200286709,12.121212121212121
128,0 days 04:15:00,1 days 06:45:00,4,29,12.142857142857142,12.121212121212121
20,0 days 19:54:00,7 days 07:32:00,16,141,10.182500426402866,10.19108280254777
111,1 days 00:16:00,9 days 09:58:00,15,156,9.697615558811776,8.771929824561404
66,0 days 18:04:00,7 days 16:29:00,15,159,8.919608327162017,8.620689655172415
266,0 days 13:33:00,6 days 02:23:00,8,91,8.472280116715298,8.080808080808081
94,0 days 13:04:00,6 days 18:14:00,9,113,7.4538885719718575,7.377049180327869
45,0 days 19:00:00,9 days 20:14:00,14,180,7.444168734491315,7.216494845360825
204,0 days 17:23:00,9 days 02:24:00,14,174,7.372587827808016,7.446808510638298
28,0 days 14:54:00,8 days 05:55:00,13,166,7.0013313493617355,7.262569832402234
577,0 days 03:25:00,2 days 06:33:00,3,53,5.89419206440483,5.357142857142857
240,0 days 12:38:00,8 days 22:25:00,10,168,5.564119503780371,5.617977528089888
690,0 days 01:55:00,1 days 09:40:00,2,40,5.386416861826698,4.761904761904762
108,0 days 13:55:00,10 days 06:12:00,11,163,5.350163388223233,6.32183908045977
55,0 days 07:22:00,5 days 21:03:00,6,127,4.963503649635037,4.511278195488722
16,0 days 14:20:00,11 days 12:24:00,12,263,4.930061912405412,4.363636363636363
96,0 days 01:58:00,1 days 14:26:00,2,41,4.867986798679868,4.651162790697675
150,0 days 03:35:00,3 days 01:22:00,4,96,4.656703487112844,4.0
127,0 days 02:29:00,2 days 05:27:00,2,55,4.439809296781883,3.508771929824561
53,0 days 09:32:00,8 days 18:06:00,7,155,4.340567612687813,4.320987654320987
40,0 days 13:24:00,14 days 01:30:00,7,181,3.8187517811342264,3.723404255319149
117,0 days 05:39:00,5 days 23:55:00,4,98,3.777579674615556,3.9215686274509802
Metro J Line (Silver) 910/950,0 days 09:31:00,10 days 03:21:00,9,219,3.763511732138149,3.9473684210526314
90,0 days 04:11:00,5 days 06:06:00,2,66,3.210950492516311,2.9411764705882355
761,0 days 05:34:00,7 days 05:23:00,3,93,3.1107385675700847,3.125
161,0 days 01:10:00,1 days 15:24:00,1,34,2.875924404272802,2.857142857142857
217,0 days 04:55:00,7 days 00:06:00,6,171,2.841730083806955,3.389830508474576
260,0 days 05:57:00,8 days 23:38:00,3,123,2.685220007521625,2.380952380952381
501,0 days 01:48:00,2 days 21:20:00,2,80,2.5304592314901595,2.4390243902439024
2,0 days 08:35:00,15 days 03:58:00,5,213,2.3039413054176174,2.293577981651376
164,0 days 02:45:00,5 days 05:15:00,2,87,2.1484375,2.247191011235955
110,0 days 03:19:00,6 days 08:15:00,2,97,2.1319905721019925,2.0202020202020203
179,0 days 00:52:00,1 days 15:56:00,1,60,2.1241830065359477,1.639344262295082
62,0 days 01:55:00,3 days 18:15:00,1,48,2.0795660036166366,2.0408163265306123
Metro G Line (Orange) 901,0 days 03:53:00,8 days 07:27:00,5,249,1.9098360655737705,1.968503937007874
10/48,0 days 02:58:00,6 days 14:05:00,2,123,1.8420780295974335,1.6
152,0 days 02:56:00,7 days 01:48:00,2,123,1.6981860285604014,1.6
224/690,0 days 02:13:00,5 days 08:23:00,2,127,1.697294538029607,1.550387596899225
81,0 days 03:14:00,7 days 23:12:00,2,117,1.6629521686953541,1.680672268907563
205,0 days 02:03:00,5 days 07:18:00,1,67,1.5848473134905297,1.4705882352941178
210,0 days 04:06:00,10 days 19:41:00,3,173,1.5543059328994755,1.7045454545454546
70,0 days 04:05:00,11 days 18:47:00,3,201,1.423425517081106,1.4705882352941178
60,0 days 04:27:00,13 days 17:29:00,3,247,1.3326013176282692,1.2
720,0 days 05:15:00,17 days 07:56:00,4,318,1.2464880693284792,1.2422360248447204
251,0 days 02:37:00,10 days 06:57:00,3,198,1.048484039000935,1.492537313432836
165,0 days 01:32:00,6 days 14:52:00,1,113,0.9559434746467166,0.8771929824561403
Metro L Line (Gold) Shuttle 854,0 days 00:15:00,1 days 10:27:00,1,129,0.7204610951008645,0.7692307692307693
4,0 days 01:51:00,17 days 09:06:00,1,231,0.44158014082826114,0.43103448275862066
182,0 days 00:18:00,2 days 23:05:00,2,72,0.42026616857342985,2.7027027027027026
18,0 days 01:01:00,12 days 23:19:00,1,262,0.3255069370330843,0.38022813688212925
686,0 days 00:00:00,0 days 12:00:00,0,34,0.0,0.0
180,0 days 00:00:00,9 days 23:03:00,0,177,0.0,0.0
601,0 days 00:00:00,0 days 23:26:00,0,114,0.0,0.0
602,0 days 00:00:00,1 days 16:24:00,0,60,0.0,0.0
605,0 days 00:00:00,1 days 23:21:00,0,110,0.0,0.0
611,0 days 00:00:00,1 days 17:09:00,0,36,0.0,0.0
617,0 days 00:00:00,1 days 05:05:00,0,41,0.0,0.0
177,0 days 00:00:00,0 days 14:24:00,0,32,0.0,0.0
169,0 days 00:00:00,2 days 22:28:00,0,36,0.0,0.0
660,0 days 00:00:00,1 days 03:00:00,0,77,0.0,0.0
662,0 days 00:00:00,1 days 20:32:00,0,47,0.0,0.0
665,0 days 00:00:00,0 days 11:22:00,0,32,0.0,0.0
234,0 days 00:00:00,7 days 13:59:00,0,169,0.0,0.0
550,0 days 00:00:00,1 days 10:49:00,0,38,0.0,0.0
166,0 days 00:00:00,4 days 02:42:00,0,106,0.0,0.0
162,0 days 00:00:00,7 days 03:24:00,0,121,0.0,0.0
158,0 days 00:00:00,1 days 18:44:00,0,34,0.0,0.0
76,0 days 00:00:00,5 days 14:45:00,0,104,0.0,0.0
155,0 days 00:00:00,2 days 07:36:00,0,36,0.0,0.0
78,0 days 00:00:00,7 days 05:29:00,0,163,0.0,0.0
154,0 days 00:00:00,1 days 04:37:00,0,32,0.0,0.0
130,0 days 00:00:00,1 days 07:29:00,0,49,0.0,0.0
92,0 days 00:00:00,6 days 04:03:00,0,83,0.0,0.0
120,0 days 00:00:00,3 days 05:55:00,0,40,0.0,0.0
115,0 days 00:00:00,8 days 23:28:00,0,130,0.0,0.0
106,0 days 00:00:00,5 days 22:43:00,0,107,0.0,0.0
105,0 days 00:00:00,11 days 14:59:00,0,196,0.0,0.0
167,0 days 00:00:00,2 days 11:08:00,0,41,0.0,0.0
202,0 days 00:00:00,0 days 20:06:00,0,29,0.0,0.0
236/235,0 days 00:00:00,2 days 18:27:00,0,66,0.0,0.0
534,0 days 00:00:00,1 days 14:39:00,0,39,0.0,0.0
237,0 days 00:00:00,2 days 10:41:00,0,38,0.0,0.0
233,0 days 00:00:00,7 days 14:45:00,0,168,0.0,0.0
242/243,0 days 00:00:00,1 days 20:43:00,0,96,0.0,0.0
102,0 days 00:00:00,2 days 07:46:00,0,40,0.0,0.0
246,0 days 00:00:00,2 days 11:26:00,0,68,0.0,0.0
