Route,Service Hours Canceled,Service Hours Run,Trips Canceled,Trips Run,Percent of Service Hours Canceled,Percent of Trips Canceled
66,0 days 20:26:00,7 days 14:07:00,17,157,10.088044104336378,9.770114942528735
60,1 days 08:38:00,12 days 13:18:00,23,227,9.772409662607307,9.2
18,1 days 03:10:00,11 days 21:10:00,22,241,8.697972251867663,8.365019011406844
14/37,0 days 14:58:00,8 days 18:30:00,10,143,6.638083973979893,6.5359477124183005
577,0 days 03:02:00,2 days 06:56:00,3,53,5.23289246693502,5.357142857142857
16,0 days 14:26:00,11 days 12:18:00,14,261,4.964457693189636,5.090909090909091
55,0 days 07:12:00,5 days 21:13:00,6,127,4.85120718697361,4.511278195488722
205,0 days 05:56:00,5 days 03:25:00,3,65,4.587037752866898,4.411764705882353
232,0 days 07:42:00,6 days 18:33:00,4,92,4.522760646108663,4.166666666666667
45,0 days 11:06:00,10 days 03:51:00,8,185,4.353794861737596,4.1450777202072535
166,0 days 03:29:00,3 days 22:29:00,4,101,3.555631167063627,3.8095238095238093
10/48,0 days 05:01:00,6 days 10:53:00,4,120,3.13737752762143,3.225806451612903
28,0 days 06:08:00,8 days 14:41:00,6,173,2.8819797948155688,3.35195530726257
20,0 days 05:15:00,7 days 20:11:00,4,150,2.7141133896260556,2.5974025974025974
90,0 days 03:31:00,5 days 06:46:00,2,66,2.699245234744787,2.9411764705882355
155,0 days 01:26:00,2 days 06:10:00,1,35,2.577937649880096,2.7777777777777777
720,0 days 08:26:00,17 days 04:45:00,7,315,2.002295120889557,2.1739130434782608
603,0 days 04:00:00,8 days 05:21:00,3,153,1.9865905140302955,1.9230769230769231
266,0 days 02:59:00,6 days 12:57:00,2,97,1.865360566902876,2.0202020202020203
179,0 days 00:45:00,1 days 16:03:00,1,60,1.838235294117647,1.639344262295082
152,0 days 02:59:00,6 days 22:09:00,2,118,1.7638943634213637,1.6666666666666667
260,0 days 03:14:00,9 days 02:21:00,2,124,1.4591951861602106,1.5873015873015872
105,0 days 03:17:00,11 days 11:42:00,2,194,1.17689228747237,1.0204081632653061
164,0 days 01:27:00,5 days 05:37:00,1,87,1.1411332633788038,1.1363636363636365
51,0 days 03:17:00,13 days 08:30:00,3,276,1.0140526071961702,1.075268817204301
4,0 days 03:57:00,17 days 07:00:00,2,230,0.9428332736603413,0.8620689655172413
165,0 days 01:21:00,6 days 13:00:00,1,110,0.8525418377012945,0.9009009009009009
35/38,0 days 00:56:00,4 days 18:19:00,1,129,0.8098336948662328,0.7692307692307693
224/690,0 days 00:58:00,5 days 08:43:00,1,127,0.7454054748746948,0.78125
53,0 days 01:12:00,9 days 02:26:00,1,161,0.5463651540446198,0.6172839506172839
210,0 days 01:09:00,10 days 22:38:00,1,175,0.4359638592279017,0.5681818181818182
Metro G Line (Orange) 901,0 days 00:53:00,8 days 10:27:00,1,253,0.4344262295081967,0.3937007874015748
Metro J Line (Silver) 910/950,0 days 00:00:00,10 days 12:52:00,0,228,0.0,0.0
487,0 days 00:00:00,2 days 08:22:00,0,58,0.0,0.0
501,0 days 00:00:00,2 days 23:08:00,0,82,0.0,0.0
754,0 days 00:00:00,6 days 07:15:00,0,140,0.0,0.0
460,0 days 00:00:00,5 days 16:07:00,0,68,0.0,0.0
40,0 days 00:00:00,14 days 14:54:00,0,188,0.0,0.0
344,0 days 00:00:00,1 days 17:34:00,0,42,0.0,0.0
