Route,Service Hours Canceled,Service Hours Run,Trips Canceled,Trips Run,Percent of Service Hours Canceled,Percent of Trips Canceled
754,2 days 00:45:00,5 days 08:38:00,46,118,27.48285257916001,28.048780487804876
166,1 days 06:04:00,3 days 16:33:00,32,95,25.347758887171562,25.19685039370079
690,0 days 13:41:00,1 days 21:38:00,16,54,23.06827760606912,22.857142857142858
240,2 days 06:21:00,8 days 19:24:00,39,168,20.451552210724365,18.840579710144926
150,0 days 14:29:00,3 days 01:01:00,17,95,16.552380952380954,15.178571428571429
111,1 days 23:34:00,10 days 00:57:00,31,166,16.4866270001733,15.736040609137056
204,1 days 18:29:00,9 days 11:45:00,32,182,15.720981867521894,14.953271028037383
20,1 days 10:25:00,7 days 22:33:00,27,153,15.298562750037043,15.0
45,1 days 16:47:00,9 days 23:47:00,30,183,14.536057977901866,14.084507042253522
2,2 days 05:22:00,15 days 04:52:00,31,213,12.760022316091495,12.704918032786885
53,1 days 06:57:00,8 days 22:03:00,22,159,12.63265306122449,12.154696132596685
18,1 days 19:01:00,12 days 10:09:00,36,252,12.608695652173912,12.5
210,1 days 10:39:00,10 days 07:59:00,23,165,12.259700436372214,12.23404255319149
66,1 days 04:46:00,8 days 17:08:00,25,179,12.091915370603894,12.254901960784315
180,1 days 09:07:00,10 days 05:57:00,24,181,11.866937410415671,11.707317073170731
81,1 days 01:08:00,7 days 23:03:00,14,117,11.625934777580756,10.687022900763358
16,1 days 12:58:00,11 days 17:29:00,36,265,11.608311090176375,11.960132890365449
266,0 days 18:28:00,5 days 21:28:00,11,88,11.546477699041267,11.11111111111111
40,1 days 20:04:00,14 days 13:01:00,25,184,11.210515157939367,11.961722488038278
230,0 days 07:56:00,2 days 14:55:00,9,73,11.197365325805693,10.975609756097562
51,1 days 14:32:00,12 days 20:41:00,38,262,11.097777564441031,12.666666666666666
14/37,1 days 01:45:00,8 days 14:48:00,17,141,11.072887551064287,10.759493670886076
