Route,Service Hours Canceled,Service Hours Run,Trips Canceled,Trips Run,Percent of Service Hours Canceled,Percent of Trips Canceled
240,3 days 07:51:00,7 days 17:54:00,59,148,30.047036688617123,28.502415458937197
754,1 days 22:19:00,5 days 11:04:00,44,120,26.111058911960914,26.829268292682926
601,0 days 05:53:00,0 days 17:33:00,28,86,25.106685633001423,24.56140350877193
150,0 days 21:41:00,2 days 17:49:00,33,79,24.78095238095238,29.464285714285715
53,2 days 00:40:00,8 days 04:20:00,36,145,19.86394557823129,19.88950276243094
204,2 days 03:01:00,9 days 03:13:00,39,175,18.87874676205748,18.22429906542056
18,2 days 13:14:00,11 days 15:56:00,51,237,17.948216902784562,17.708333333333332
76,1 days 03:55:00,5 days 20:20:00,22,106,16.592372461614662,17.1875
70,2 days 11:18:00,12 days 14:18:00,43,212,16.39933628318584,16.862745098039216
40,2 days 16:13:00,13 days 16:52:00,32,177,16.336654653381387,15.311004784688995
617,0 days 05:44:00,1 days 05:51:00,9,40,16.11241217798595,18.367346938775512
206,1 days 01:36:00,5 days 13:44:00,20,109,16.06694560669456,15.503875968992247
251,1 days 19:05:00,9 days 10:12:00,36,186,15.999257287862847,16.216216216216218
66,1 days 13:17:00,8 days 08:37:00,33,171,15.671850917752558,16.176470588235293
166,0 days 17:50:00,4 days 04:55:00,19,108,15.017543859649123,14.960629921259843
690,0 days 08:41:00,2 days 02:38:00,10,60,14.638943523461647,14.285714285714286
Metro J Line (Silver) 910/950,1 days 21:52:00,11 days 11:33:00,45,242,14.270158154005705,15.679442508710801
165,1 days 02:37:00,6 days 17:34:00,19,114,14.144008502347003,14.285714285714286
16,1 days 18:10:00,11 days 12:17:00,39,262,13.241220495106505,12.956810631229235
81,1 days 02:45:00,7 days 21:26:00,15,116,12.373756842186415,11.450381679389313
2,2 days 00:34:00,15 days 09:40:00,27,217,11.612337610584204,11.065573770491802
162,0 days 23:07:00,7 days 13:08:00,17,126,11.317829457364342,11.888111888111888
