Route,Service Hours Canceled,Service Hours Run,Trips Canceled,Trips Run,Percent of Service Hours Canceled,Percent of Trips Canceled
603,1 days 07:47:00,7 days 01:34:00,24,132,15.785117126065723,15.384615384615385
218,0 days 03:28:00,0 days 21:23:00,5,33,13.950368879946344,13.157894736842104
204,1 days 07:21:00,8 days 12:26:00,24,164,13.296105181310525,12.76595744680851
205,0 days 12:29:00,4 days 20:52:00,6,62,9.65081819353176,8.823529411764707
266,0 days 15:18:00,6 days 00:38:00,9,90,9.56648603584827,9.090909090909092
96,0 days 03:47:00,1 days 12:37:00,4,39,9.364686468646864,9.30232558139535
577,0 days 05:08:00,2 days 04:50:00,5,51,8.85566417481311,8.928571428571429
501,0 days 06:07:00,2 days 17:01:00,7,75,8.598875351452671,8.536585365853659
605,0 days 03:41:00,1 days 19:40:00,8,102,7.778951073565646,7.2727272727272725
207,1 days 01:14:00,12 days 12:18:00,20,244,7.751382346917878,7.575757575757576
40,1 days 02:52:00,13 days 12:02:00,15,173,7.656502327348722,7.9787234042553195
18,0 days 22:21:00,12 days 01:59:00,19,244,7.1558164354322304,7.224334600760456
66,0 days 13:48:00,7 days 20:45:00,12,162,6.813132559861763,6.896551724137931
111,0 days 17:01:00,9 days 17:13:00,10,161,6.800319701611829,5.847953216374269
117,0 days 09:55:00,5 days 19:39:00,7,95,6.6302652106084246,6.862745098039215
20,0 days 12:19:00,7 days 15:07:00,10,147,6.302234351014839,6.369426751592357
53,0 days 12:24:00,8 days 15:14:00,9,153,5.645773258461071,5.555555555555555
720,0 days 23:35:00,16 days 13:36:00,18,304,5.599303549523169,5.590062111801243
217,0 days 08:42:00,6 days 20:19:00,11,166,5.028417300838069,6.214689265536723
242/243,0 days 02:09:00,1 days 18:34:00,5,91,4.80805068952665,5.208333333333333
16,0 days 12:38:00,11 days 14:06:00,12,263,4.345333639073607,4.363636363636363
267,0 days 01:25:00,1 days 07:31:00,2,43,4.301619433198381,4.444444444444445
30,0 days 08:20:00,7 days 20:28:00,8,194,4.234417344173441,3.9603960396039604
166,0 days 04:03:00,3 days 22:39:00,5,101,4.103343465045593,4.716981132075472
45,0 days 10:05:00,10 days 05:09:00,8,186,3.9506334073396894,4.123711340206185
33,0 days 12:31:00,13 days 03:16:00,7,204,3.8185793461127777,3.3175355450236967
202,0 days 00:44:00,0 days 19:22:00,1,28,3.648424543946932,3.4482758620689653
210,0 days 09:36:00,10 days 14:11:00,6,170,3.6393504770329184,3.409090909090909
165,0 days 05:49:00,6 days 10:35:00,4,110,3.6263507896924354,3.508771929824561
81,0 days 05:58:00,7 days 20:28:00,4,115,3.068746785530602,3.361344537815126
287,0 days 01:02:00,1 days 10:02:00,1,37,2.946768060836502,2.6315789473684212
14/37,0 days 06:31:00,9 days 02:57:00,5,148,2.8903015966883503,3.2679738562091503
115,0 days 06:13:00,8 days 17:15:00,4,126,2.885210396039604,3.076923076923077
240,0 days 05:28:00,9 days 05:35:00,4,174,2.4076928723482345,2.247191011235955
167,0 days 01:21:00,2 days 09:47:00,1,40,2.282976324689966,2.4390243902439024
28,0 days 04:48:00,8 days 16:01:00,4,175,2.2554624481165324,2.2346368715083798
164,0 days 02:44:00,5 days 05:16:00,2,87,2.1354166666666665,2.247191011235955
150,0 days 01:28:00,3 days 03:29:00,2,98,1.9059995668182803,2.0
233,0 days 03:27:00,7 days 11:18:00,3,165,1.8878248974008207,1.7857142857142858
754,0 days 02:47:00,6 days 04:28:00,3,137,1.840220385674931,2.142857142857143
2,0 days 06:28:00,15 days 06:05:00,4,214,1.7357849058291952,1.834862385321101
90,0 days 02:15:00,5 days 08:02:00,1,67,1.7270052449788922,1.4705882352941178
78,0 days 02:37:00,7 days 02:52:00,2,161,1.5083101162455568,1.2269938650306749
10/48,0 days 02:24:00,6 days 14:39:00,2,123,1.490220428438373,1.6
224/690,0 days 01:56:00,5 days 08:40:00,2,127,1.4803471158754467,1.550387596899225
244,0 days 00:30:00,1 days 16:06:00,1,70,1.2315270935960592,1.408450704225352
108,0 days 02:39:00,10 days 17:28:00,2,172,1.0187736272185557,1.1494252873563218
Metro J Line (Silver) 910/950,0 days 02:33:00,10 days 10:19:00,2,226,1.0084365937252835,0.8771929824561403
Metro G Line (Orange) 901,0 days 01:44:00,8 days 09:36:00,2,252,0.8524590163934426,0.7874015748031497
