Route,Service Hours Canceled,Service Hours Run,Trips Canceled,Trips Run,Percent of Service Hours Canceled,Percent of Trips Canceled
577,0 days 16:42:00,1 days 17:16:00,16,40,28.80966072455434,28.571428571428573
501,0 days 13:16:00,2 days 09:52:00,15,67,18.65042174320525,18.29268292682927
55,0 days 23:03:00,5 days 05:22:00,19,114,15.530600786075238,14.285714285714286
105,1 days 17:42:00,9 days 21:17:00,28,168,14.947129458151622,14.285714285714286
266,0 days 23:19:00,5 days 16:37:00,14,85,14.578991246352647,14.141414141414142
115,1 days 07:14:00,7 days 16:14:00,18,112,14.495668316831683,13.846153846153847
232,1 days 00:08:00,6 days 02:07:00,13,83,14.175232501223691,13.541666666666666
20,1 days 03:27:00,6 days 23:59:00,22,135,14.045710387173802,14.012738853503185
210,1 days 10:01:00,9 days 13:46:00,22,154,12.895684589625324,12.5
720,2 days 05:08:00,15 days 08:03:00,41,281,12.615250682600609,12.732919254658386
18,1 days 15:23:00,11 days 08:57:00,33,230,12.609391675560298,12.547528517110266
33,1 days 16:54:00,11 days 22:53:00,25,186,12.477754614328571,11.848341232227488
28,1 days 01:28:00,7 days 19:21:00,20,159,11.966481321951601,11.1731843575419
166,0 days 11:26:00,3 days 15:16:00,12,94,11.583924349881796,11.320754716981131
2,1 days 19:00:00,13 days 17:33:00,26,192,11.542074889276607,11.926605504587156
60,1 days 14:30:00,12 days 07:26:00,28,222,11.529247354761429,11.2
45,1 days 04:45:00,9 days 10:29:00,21,173,11.2642026903487,10.824742268041238
66,0 days 22:37:00,7 days 11:56:00,20,154,11.165967250884556,11.494252873563218
617,0 days 03:10:00,1 days 01:55:00,4,37,10.888252148997134,9.75609756097561
125,0 days 15:09:00,5 days 07:45:00,9,78,10.601819454163751,10.344827586206897
53,0 days 22:29:00,8 days 05:09:00,17,145,10.236758233419335,10.493827160493828
150,0 days 07:35:00,2 days 21:22:00,9,91,9.854884123889972,9.0
603,0 days 19:36:00,7 days 13:45:00,15,141,9.734293518748448,9.615384615384615
51,1 days 06:03:00,12 days 06:24:00,25,255,9.26182770842965,8.928571428571429
754,0 days 13:58:00,5 days 17:17:00,14,126,9.234159779614325,10.0
204,0 days 21:29:00,8 days 22:18:00,16,172,9.111472396974623,8.51063829787234
605,0 days 04:03:00,1 days 19:18:00,9,101,8.553326293558607,8.181818181818182
207,1 days 03:17:00,12 days 10:15:00,21,243,8.381118165062462,7.954545454545454
30,0 days 15:43:00,7 days 13:05:00,16,186,7.986111111111111,7.920792079207921
40,1 days 00:12:00,13 days 14:42:00,12,176,6.896551724137931,6.382978723404255
16,0 days 19:47:00,11 days 06:57:00,19,256,6.804631965145608,6.909090909090909
169,0 days 04:37:00,2 days 17:51:00,2,34,6.551561021759698,5.555555555555555
205,0 days 08:23:00,5 days 00:58:00,4,64,6.4811235665507025,5.882352941176471
111,0 days 15:05:00,9 days 19:09:00,10,161,6.027707473025177,5.847953216374269
218,0 days 01:22:00,0 days 23:29:00,2,36,5.499664654594232,5.2631578947368425
165,0 days 08:42:00,6 days 07:42:00,7,107,5.423940149625935,6.140350877192983
152,0 days 09:05:00,6 days 19:39:00,7,118,5.258587417985334,5.6
10/48,0 days 08:22:00,6 days 08:41:00,7,118,5.195073993583773,5.6
217,0 days 08:52:00,6 days 20:09:00,8,169,5.124747134187458,4.519774011299435
212,0 days 07:13:00,6 days 21:31:00,5,134,4.177923581628715,3.597122302158273
92,0 days 06:08:00,5 days 21:55:00,3,80,4.142744568276483,3.6144578313253013
108,0 days 09:29:00,10 days 10:38:00,6,168,3.645799961555712,3.4482758620689653
602,0 days 01:25:00,1 days 14:59:00,5,55,3.5066006600660065,8.333333333333334
158,0 days 01:26:00,1 days 17:18:00,1,33,3.354134165366615,2.9411764705882355
242/243,0 days 01:19:00,1 days 19:24:00,3,93,2.9444651509504287,3.125
14/37,0 days 06:21:00,9 days 03:07:00,4,149,2.816380839739799,2.6143790849673203
611,0 days 01:09:00,1 days 16:00:00,1,35,2.7946537059538277,2.7777777777777777
234,0 days 04:42:00,7 days 09:17:00,4,165,2.582654089202308,2.366863905325444
460,0 days 03:27:00,5 days 12:40:00,2,66,2.534590424880617,2.9411764705882355
240,0 days 05:29:00,9 days 05:34:00,4,174,2.4150333993980766,2.247191011235955
35/38,0 days 02:18:00,4 days 16:57:00,3,127,1.9956616052060738,2.3076923076923075
164,0 days 02:28:00,5 days 05:32:00,2,87,1.9270833333333333,2.247191011235955
230,0 days 00:56:00,2 days 04:11:00,1,61,1.7571383746470035,1.6129032258064515
