Route,Service Hours Canceled,Service Hours Run,Trips Canceled,Trips Run,Percent of Service Hours Canceled,Percent of Trips Canceled
232,1 days 15:43:00,5 days 10:32:00,22,74,23.32843857072932,22.916666666666668
266,1 days 11:51:00,5 days 04:05:00,22,77,22.415589829095456,22.22222222222222
205,0 days 20:31:00,4 days 12:50:00,10,58,15.86135807241335,14.705882352941176
577,0 days 09:07:00,2 days 00:51:00,9,47,15.72742955721679,16.071428571428573
55,0 days 21:32:00,5 days 06:53:00,18,115,14.508702975856261,13.533834586466165
603,1 days 04:49:00,7 days 04:32:00,21,135,14.311729161493254,13.461538461538462
605,0 days 06:46:00,1 days 16:35:00,15,95,14.290742696233721,13.636363636363637
125,0 days 18:31:00,5 days 04:23:00,11,76,12.957779332866806,12.64367816091954
501,0 days 09:11:00,2 days 13:57:00,10,72,12.910028116213683,12.195121951219512
35/38,0 days 14:29:00,4 days 04:46:00,15,115,12.566883586406362,11.538461538461538
256,0 days 06:04:00,2 days 00:00:00,5,36,11.22071516646116,12.195121951219512
240,1 days 00:42:00,8 days 10:21:00,19,159,10.878661087866108,10.674157303370787
20,0 days 21:08:00,7 days 06:18:00,18,139,10.813576667235203,11.464968152866241
754,0 days 14:00:00,5 days 17:15:00,13,127,9.256198347107437,9.285714285714286
18,1 days 04:48:00,11 days 19:32:00,24,239,9.220917822838848,9.125475285171103
115,0 days 19:32:00,8 days 03:56:00,12,118,9.06559405940594,9.23076923076923
28,0 days 17:27:00,8 days 03:22:00,15,164,8.199545774923644,8.379888268156424
60,1 days 03:14:00,12 days 18:42:00,21,229,8.155320423238171,8.4
206,0 days 11:38:00,5 days 12:04:00,9,108,8.095569473440037,7.6923076923076925
207,1 days 01:54:00,12 days 11:38:00,20,244,7.956174482899857,7.575757575757576
720,1 days 08:25:00,16 days 04:46:00,22,300,7.69656918998061,6.832298136645963
204,0 days 15:56:00,9 days 03:51:00,12,176,6.757616455785679,6.382978723404255
251,0 days 16:08:00,9 days 17:26:00,12,189,6.4645385334579935,5.970149253731344
90,0 days 08:23:00,5 days 01:54:00,5,63,6.43469361647691,7.352941176470588
233,0 days 11:30:00,7 days 03:15:00,9,159,6.292749658002736,5.357142857142857
16,0 days 17:54:00,11 days 08:50:00,17,258,6.15684476037606,6.181818181818182
211/215,0 days 01:14:00,0 days 20:26:00,1,19,5.6923076923076925,5.0
10/48,0 days 09:04:00,6 days 07:52:00,7,118,5.633802816901408,5.6
2,0 days 20:37:00,14 days 15:56:00,12,206,5.533932805439986,5.504587155963303
4,0 days 22:10:00,16 days 12:47:00,13,219,5.291005291005291,5.603448275862069
40,0 days 18:04:00,13 days 20:50:00,9,179,5.148665336753111,4.787234042553192
108,0 days 13:05:00,10 days 07:02:00,9,165,5.029794323060165,5.172413793103448
81,0 days 09:03:00,7 days 17:21:00,5,114,4.655349794238683,4.201680672268908
66,0 days 09:20:00,8 days 01:13:00,8,166,4.607915740969308,4.597701149425287
130,0 days 01:26:00,1 days 06:03:00,2,47,4.55267337215458,4.081632653061225
51,0 days 13:59:00,12 days 22:28:00,12,268,4.309857707915961,4.285714285714286
217,0 days 06:36:00,6 days 21:57:00,7,169,3.8249782671689365,3.977272727272727
45,0 days 09:28:00,10 days 05:46:00,7,187,3.709024422097427,3.6082474226804124
14/37,0 days 07:37:00,9 days 01:51:00,5,148,3.3781785925487875,3.2679738562091503
180,0 days 07:44:00,9 days 15:19:00,5,172,3.235027539566339,2.824858757062147
33,0 days 10:01:00,13 days 05:46:00,6,205,3.0558804088066305,2.843601895734597
76,0 days 03:48:00,5 days 10:57:00,3,101,2.8200371057513913,2.8846153846153846
53,0 days 06:09:00,8 days 21:29:00,5,157,2.8001214144786766,3.0864197530864197
152,0 days 04:29:00,7 days 00:15:00,3,122,2.5955229641065225,2.4
210,0 days 06:24:00,10 days 17:23:00,4,172,2.426233651355279,2.272727272727273
94,0 days 04:06:00,7 days 03:12:00,3,119,2.338847689674843,2.459016393442623
30,0 days 04:06:00,8 days 00:42:00,5,197,2.0833333333333335,2.4752475247524752
111,0 days 05:03:00,10 days 05:11:00,3,168,2.018116424670308,1.7543859649122806
234,0 days 03:31:00,7 days 10:28:00,3,166,1.9324113929847055,1.7751479289940828
110,0 days 02:57:00,6 days 08:37:00,2,97,1.8962931219198629,2.0202020202020203
