Route,Service Hours Canceled,Service Hours Run,Trips Canceled,Trips Run,Percent of Service Hours Canceled,Percent of Trips Canceled
20,2 days 17:45:00,3 days 23:46:00,56,84,40.707873284490766,40.0
33,3 days 21:06:00,6 days 19:46:00,63,111,36.24448481702569,36.206896551724135
501,0 days 12:55:00,1 days 00:11:00,16,31,34.81581311769991,34.04255319148936
205,0 days 22:20:00,1 days 23:51:00,13,28,31.821420090239847,31.70731707317073
125,1 days 02:08:00,2 days 13:50:00,17,41,29.70822281167109,29.310344827586206
66,1 days 17:43:00,4 days 03:05:00,38,90,29.628314393939394,29.6875
232,1 days 06:04:00,3 days 08:26:00,17,48,27.209653092006032,26.153846153846153
45,2 days 13:29:00,6 days 20:47:00,50,132,27.172952268709487,27.47252747252747
754,1 days 06:48:00,3 days 12:21:00,30,84,26.747720364741642,26.31578947368421
18,3 days 02:00:00,8 days 13:46:00,67,178,26.45061360657691,27.346938775510203
720,2 days 18:25:00,9 days 05:11:00,53,188,23.093416782568383,21.991701244813278
81,1 days 14:08:00,5 days 10:03:00,23,82,22.67366960658012,21.904761904761905
204,1 days 21:21:00,6 days 23:44:00,36,145,21.28275322643723,19.88950276243094
40,2 days 03:18:00,8 days 14:26:00,27,118,19.904293843766165,18.620689655172413
128,0 days 06:12:00,1 days 03:49:00,6,27,18.226359627633514,18.181818181818183
28,1 days 03:11:00,5 days 03:36:00,26,111,18.028075605172987,18.978102189781023
16,1 days 09:40:00,7 days 08:48:00,36,175,15.99619892302819,17.061611374407583
117,0 days 14:48:00,3 days 06:53:00,11,60,15.797900729407578,15.492957746478874
30,1 days 02:38:00,5 days 22:32:00,27,152,15.74384236453202,15.083798882681565
115,0 days 21:10:00,4 days 22:52:00,13,72,15.115448702689836,15.294117647058824
210,1 days 07:47:00,8 days 01:32:00,22,134,14.106072934388639,14.102564102564102
206,0 days 11:09:00,2 days 20:28:00,9,59,14.004605400879212,13.235294117647058
266,0 days 13:43:00,3 days 15:35:00,9,59,13.540638367884172,13.235294117647058
207,1 days 05:38:00,8 days 16:21:00,25,182,12.451852370614189,12.077294685990339
53,0 days 20:09:00,5 days 23:47:00,16,109,12.291581943879626,12.8
94,0 days 10:45:00,3 days 16:48:00,8,66,10.798593671521848,10.81081081081081
180,0 days 18:33:00,6 days 13:24:00,15,122,10.542767831770389,10.94890510948905
256,0 days 05:20:00,1 days 21:25:00,4,34,10.50903119868637,10.526315789473685
4,1 days 08:04:00,12 days 10:08:00,20,182,9.711286089238845,9.900990099009901
111,0 days 15:45:00,6 days 08:31:00,12,116,9.36014263074485,9.375
605,0 days 02:58:00,1 days 05:44:00,7,74,9.072375127421,8.641975308641975
60,0 days 21:28:00,10 days 06:16:00,15,172,8.01792828685259,8.02139037433155
51,0 days 15:22:00,7 days 23:22:00,13,176,7.433086101257659,6.878306878306878
233,0 days 11:50:00,6 days 16:24:00,12,153,6.870524482291465,7.2727272727272725
55,0 days 05:32:00,3 days 11:07:00,5,82,6.241774769693551,5.747126436781609
105,0 days 10:41:00,7 days 07:42:00,8,129,5.731914513100241,5.839416058394161
603,0 days 07:31:00,5 days 04:37:00,7,116,5.68869828456105,5.691056910569106
2,0 days 15:21:00,11 days 01:00:00,9,160,5.4752987337257,5.325443786982248
240,0 days 07:41:00,5 days 19:08:00,6,113,5.233284141219207,5.042016806722689
76,0 days 05:03:00,4 days 06:26:00,4,84,4.698402853155528,4.545454545454546
Metro L Line (Gold) Shuttle 854,0 days 01:36:00,1 days 09:21:00,6,125,4.577968526466381,4.580152671755725
14/37,0 days 07:16:00,6 days 18:35:00,5,119,4.278284761063683,4.032258064516129
217,0 days 05:45:00,5 days 10:21:00,5,136,4.224834680382072,3.5460992907801416
251,0 days 08:59:00,8 days 20:07:00,6,182,4.06301824212272,3.1914893617021276
90,0 days 03:30:00,4 days 18:34:00,2,64,2.964426877470356,3.0303030303030303
70,0 days 06:13:00,8 days 12:26:00,5,157,2.9511828467442043,3.0864197530864197
120,0 days 02:03:00,2 days 20:14:00,1,37,2.916765473085132,2.6315789473684212
106,0 days 02:06:00,3 days 02:23:00,2,57,2.7456962301154935,3.389830508474576
Metro J Line (Silver) 910/950,0 days 04:12:00,6 days 11:14:00,5,136,2.634329918461217,3.5460992907801416
212,0 days 03:10:00,4 days 21:25:00,3,100,2.626123013130615,2.912621359223301
92,0 days 02:02:00,4 days 08:24:00,1,64,1.9104290635765737,1.5384615384615385
460,0 days 01:53:00,4 days 01:09:00,1,50,1.9017165937394818,1.9607843137254901
108,0 days 02:49:00,7 days 01:03:00,2,118,1.6388673390224981,1.6666666666666667
234,0 days 02:17:00,5 days 22:13:00,2,137,1.580161476355248,1.4388489208633093
260,0 days 01:36:00,5 days 22:28:00,1,83,1.1105969458583989,1.1904761904761905
62,0 days 00:00:00,2 days 22:35:00,0,40,0.0,0.0
617,0 days 00:00:00,1 days 01:03:00,0,39,0.0,0.0
611,0 days 00:00:00,1 days 17:09:00,0,36,0.0,0.0
150,0 days 00:00:00,1 days 20:49:00,0,62,0.0,0.0
602,0 days 00:00:00,1 days 04:48:00,0,46,0.0,0.0
152,0 days 00:00:00,3 days 23:00:00,0,74,0.0,0.0
660,0 days 00:00:00,1 days 02:11:00,0,75,0.0,0.0
601,0 days 00:00:00,0 days 22:59:00,0,114,0.0,0.0
154,0 days 00:00:00,1 days 03:34:00,0,32,0.0,0.0
130,0 days 00:00:00,0 days 18:09:00,0,30,0.0,0.0
230,0 days 00:00:00,1 days 12:36:00,0,41,0.0,0.0
662,0 days 00:00:00,1 days 17:15:00,0,44,0.0,0.0
665,0 days 00:00:00,0 days 09:48:00,0,28,0.0,0.0
686,0 days 00:00:00,0 days 11:26:00,0,32,0.0,0.0
690,0 days 00:00:00,1 days 11:35:00,0,42,0.0,0.0
155,0 days 00:00:00,2 days 06:13:00,0,36,0.0,0.0
127,0 days 00:00:00,1 days 20:18:00,0,47,0.0,0.0
110,0 days 00:00:00,3 days 19:49:00,0,62,0.0,0.0
761,0 days 00:00:00,4 days 22:19:00,0,66,0.0,0.0
78,0 days 00:00:00,5 days 00:53:00,0,116,0.0,0.0
